GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITS,ANRCA,CBSAA,CSAA,METDIVA,MEMI,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,ZCTA5A,SUBMCDA,SDELMA,SDSECA,SDUNIA,UR,PCI,PUMA5A,GEOID,NAME,BTTRA,BTBGA,ALUCE001,ALUCE002,ALUCE003,ALUCE004,ALUCE005,ALUCE006,ALUCE007,ALUCE008,ALUCE009,ALUCE010,ALWVE001,ALWVE002,ALWVE003,ALWVE004,ALWVE005,ALWVE006,ALWVE007,ALWVE008,ALW1E001,AL0NE001,AL0NE002,AL0NE003,AL0NE004,AL0NE005,AL0NE006,AL0NE007,AL0NE008,AL0NE009,AL0NE010,AL0NE011,AL0NE012,AL0NE013,AL0NE014,AL0NE015
"G31001909691004","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199691004","Block Group 4, Census Tract 9691, Buffalo County, Nebraska",,,1457,1045,8,0,0,0,400,4,3,1,1435,50,80,89,72,35,28,1081,65938,523,364,0,32,180,81,49,22,159,27,61,52,17,2,0
"G31001909691005","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969100","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199691005","Block Group 5, Census Tract 9691, Buffalo County, Nebraska",,,1240,1198,12,0,0,0,30,0,0,0,1236,19,84,49,87,90,0,907,53611,470,327,0,52,125,61,69,20,143,28,57,35,10,13,0
"G31001909692021","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969202","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199692021","Block Group 1, Census Tract 9692.02, Buffalo County, Nebraska",,,2660,2349,46,2,82,0,0,181,0,181,2650,202,136,98,10,96,8,2100,68281,1151,612,0,50,355,207,0,0,539,54,228,253,4,0,0
"G31001909692022","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969202","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199692022","Block Group 2, Census Tract 9692.02, Buffalo County, Nebraska",,,1305,1276,0,0,17,0,5,7,0,7,1241,0,11,24,43,149,0,1014,85000,446,380,0,107,160,90,17,6,66,0,0,49,5,12,0
"G31001909692031","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969203","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199692031","Block Group 1, Census Tract 9692.03, Buffalo County, Nebraska",,,3000,2837,96,0,22,0,3,42,0,42,2984,148,361,131,65,79,51,2149,59375,1288,720,0,133,430,131,11,15,568,88,324,72,84,0,0
"G31001909692032","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969203","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199692032","Block Group 2, Census Tract 9692.03, Buffalo County, Nebraska",,,1285,1174,0,0,0,0,111,0,0,0,1247,0,12,0,0,14,0,1221,119375,418,418,0,51,224,44,64,35,0,0,0,0,0,0,0
"G31001909692033","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969203","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199692033","Block Group 3, Census Tract 9692.03, Buffalo County, Nebraska",,,1330,1330,0,0,0,0,0,0,0,0,1325,1,19,0,13,15,117,1160,90481,628,565,0,140,262,163,0,0,63,36,14,13,0,0,0
"G31001909692041","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969204","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199692041","Block Group 1, Census Tract 9692.04, Buffalo County, Nebraska",,,3169,2954,24,13,4,0,136,38,0,38,3021,42,21,147,30,59,0,2722,96726,1247,916,15,160,383,137,141,80,331,78,167,61,25,0,0
"G31001909692042","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969204","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199692042","Block Group 2, Census Tract 9692.04, Buffalo County, Nebraska",,,2489,2325,17,5,126,0,0,16,0,16,2489,74,34,231,59,22,35,2034,56190,1113,553,17,129,221,127,59,0,560,105,278,138,21,18,0
"G31001909693001","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199693001","Block Group 1, Census Tract 9693, Buffalo County, Nebraska",,,831,752,0,0,0,0,18,61,10,51,776,56,173,31,98,72,57,289,36574,348,234,8,45,132,49,0,0,114,26,45,18,25,0,0
"G31001909693002","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199693002","Block Group 2, Census Tract 9693, Buffalo County, Nebraska",,,1456,1077,0,16,105,3,116,139,13,126,1456,53,39,168,115,151,40,890,49000,614,422,10,73,185,103,47,4,192,15,80,80,13,4,0
"G31001909694001","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199694001","Block Group 1, Census Tract 9694, Buffalo County, Nebraska",,,1387,1280,12,0,58,0,28,9,6,3,1387,44,10,85,104,102,26,1016,77679,419,288,0,34,109,70,49,26,131,12,55,52,0,12,0
"G31001909694002","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199694002","Block Group 2, Census Tract 9694, Buffalo County, Nebraska",,,460,460,0,0,0,0,0,0,0,0,460,34,22,0,10,51,16,327,38646,292,171,0,63,67,7,34,0,121,16,83,0,0,22,0
"G31001909694003","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969400","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199694003","Block Group 3, Census Tract 9694, Buffalo County, Nebraska",,,1017,973,0,0,21,0,0,23,0,23,959,20,0,103,0,0,40,796,66736,385,321,0,47,180,58,27,9,64,0,45,19,0,0,0
"G31001909694004","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969400","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199694004","Block Group 4, Census Tract 9694, Buffalo County, Nebraska",,,1168,873,0,0,16,0,178,101,34,67,1168,151,181,62,31,269,50,424,26047,574,214,9,25,117,55,0,8,360,60,210,67,23,0,0
"G31001909695001","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969500","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199695001","Block Group 1, Census Tract 9695, Buffalo County, Nebraska",,,713,670,14,0,0,0,0,29,0,29,658,40,206,0,10,78,30,294,45719,315,115,0,18,54,36,7,0,200,0,38,147,6,0,9
"G31001909695002","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969500","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199695002","Block Group 2, Census Tract 9695, Buffalo County, Nebraska",,,690,654,22,0,0,0,7,7,0,7,683,41,88,119,116,27,29,263,37333,288,131,0,70,32,21,8,0,157,10,62,33,44,8,0
"G31001909695003","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969500","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199695003","Block Group 3, Census Tract 9695, Buffalo County, Nebraska",,,912,718,42,0,0,0,152,0,0,0,844,215,154,73,50,53,3,296,29773,420,186,24,110,4,35,0,13,234,23,95,45,42,29,0
"G31001909696001","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199696001","Block Group 1, Census Tract 9696, Buffalo County, Nebraska",,,1611,1492,39,0,59,0,7,14,4,10,695,84,283,26,52,63,23,164,43875,229,81,10,22,39,10,0,0,148,0,48,20,44,26,10
"G31001909696002","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199696002","Block Group 2, Census Tract 9696, Buffalo County, Nebraska",,,1551,1240,106,0,64,0,79,62,8,54,1095,131,312,172,0,100,51,329,47036,355,32,0,7,17,0,8,0,323,11,60,130,87,26,9
"G31001909696003","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199696003","Block Group 3, Census Tract 9696, Buffalo County, Nebraska",,,667,605,20,5,26,0,11,0,0,0,667,34,26,6,15,53,25,508,54489,307,228,0,36,143,42,0,7,79,8,41,30,0,0,0
"G31001909696004","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969600","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199696004","Block Group 4, Census Tract 9696, Buffalo County, Nebraska",,,2066,1932,5,0,32,0,20,77,3,74,1796,252,554,170,165,124,64,467,28776,754,187,15,80,53,30,9,0,567,57,314,148,40,8,0
"G31001909697001","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199697001","Block Group 1, Census Tract 9697, Buffalo County, Nebraska",,,765,702,0,0,0,0,63,0,0,0,765,50,71,65,37,205,0,337,56250,312,188,14,41,86,29,18,0,124,0,62,44,0,18,0
"G31001909697002","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199697002","Block Group 2, Census Tract 9697, Buffalo County, Nebraska",,,1370,1111,7,29,0,0,185,38,30,8,1258,5,217,57,264,35,0,680,60625,481,278,0,25,204,28,21,0,203,0,55,101,22,25,0
"G31001909697003","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199697003","Block Group 3, Census Tract 9697, Buffalo County, Nebraska",,,2219,2219,0,0,0,0,0,0,0,0,2219,49,179,76,109,22,14,1770,83681,845,697,0,49,422,226,0,0,148,0,113,19,0,16,0
"G31001909697004","2015-2019","NE",,,"Nebraska","31","Buffalo County","019",,,"969700","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310199697004","Block Group 4, Census Tract 9697, Buffalo County, Nebraska",,,2019,1956,0,34,0,0,0,29,0,29,2019,187,325,68,118,65,17,1239,50789,894,564,0,33,408,123,0,0,330,12,209,65,44,0,0
"G31002109632001","2015-2019","NE",,,"Nebraska","31","Burt County","021",,,"963200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310219632001","Block Group 1, Census Tract 9632, Burt County, Nebraska",,,686,627,0,5,20,0,0,34,0,34,683,8,13,10,24,67,6,555,73125,278,211,4,37,63,51,35,21,67,1,4,39,15,0,8
"G31002109632002","2015-2019","NE",,,"Nebraska","31","Burt County","021",,,"963200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310219632002","Block Group 2, Census Tract 9632, Burt County, Nebraska",,,1569,1429,12,79,0,0,7,42,0,42,1540,87,181,58,105,52,56,1001,55972,653,433,10,115,202,61,16,29,220,24,111,55,30,0,0
"G31002109633001","2015-2019","NE",,,"Nebraska","31","Burt County","021",,,"963300","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310219633001","Block Group 1, Census Tract 9633, Burt County, Nebraska",,,1544,1498,0,31,15,0,0,0,0,0,1544,127,41,14,103,151,12,1096,63494,633,522,6,56,261,107,70,22,111,24,42,32,13,0,0
"G31002109633002","2015-2019","NE",,,"Nebraska","31","Burt County","021",,,"963300","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310219633002","Block Group 2, Census Tract 9633, Burt County, Nebraska",,,924,911,13,0,0,0,0,0,0,0,888,70,70,37,46,68,38,559,40833,436,318,0,100,140,75,0,3,118,19,58,19,17,5,0
"G31002109634001","2015-2019","NE",,,"Nebraska","31","Burt County","021",,,"963400","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310219634001","Block Group 1, Census Tract 9634, Burt County, Nebraska",,,952,913,0,23,16,0,0,0,0,0,952,28,124,52,30,49,31,638,55179,465,389,0,69,160,81,50,29,76,7,39,15,7,8,0
"G31002109634002","2015-2019","NE",,,"Nebraska","31","Burt County","021",,,"963400","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310219634002","Block Group 2, Census Tract 9634, Burt County, Nebraska",,,835,802,6,10,0,0,15,2,2,0,802,10,29,55,83,52,16,557,45272,391,314,14,92,121,56,31,0,77,18,34,18,7,0,0
"G31002309676001","2015-2019","NE",,,"Nebraska","31","Butler County","023",,,"967600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310239676001","Block Group 1, Census Tract 9676, Butler County, Nebraska",,,950,876,0,0,0,0,23,51,6,45,948,62,57,35,77,119,4,594,49243,389,297,6,24,124,95,22,26,92,3,38,36,12,3,0
"G31002309676002","2015-2019","NE",,,"Nebraska","31","Butler County","023",,,"967600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310239676002","Block Group 2, Census Tract 9676, Butler County, Nebraska",,,1043,1013,0,23,0,0,7,0,0,0,1043,31,11,13,20,53,44,871,69808,412,370,0,72,87,120,42,49,42,8,10,18,1,4,1
"G31002309676003","2015-2019","NE",,,"Nebraska","31","Butler County","023",,,"967600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310239676003","Block Group 3, Census Tract 9676, Butler County, Nebraska",,,904,896,0,0,3,0,0,5,0,5,868,26,34,31,9,26,12,730,63047,381,355,2,83,64,95,67,44,26,0,3,17,1,5,0
"G31002309677001","2015-2019","NE",,,"Nebraska","31","Butler County","023",,,"967700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310239677001","Block Group 1, Census Tract 9677, Butler County, Nebraska",,,2013,1964,0,0,0,0,20,29,0,29,1878,18,19,121,42,78,39,1561,57344,770,534,7,81,247,133,60,6,236,15,72,92,57,0,0
"G31002309677002","2015-2019","NE",,,"Nebraska","31","Butler County","023",,,"967700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310239677002","Block Group 2, Census Tract 9677, Butler County, Nebraska",,,1146,1076,12,0,28,0,16,14,0,14,1114,121,68,46,33,45,8,793,46250,548,337,12,81,136,68,27,13,211,26,126,46,5,4,4
"G31002309678001","2015-2019","NE",,,"Nebraska","31","Butler County","023",,,"967800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310239678001","Block Group 1, Census Tract 9678, Butler County, Nebraska",,,1163,1126,0,0,14,0,2,21,0,21,1163,43,17,42,40,37,28,956,68625,493,413,4,59,99,104,47,100,80,1,40,23,14,2,0
"G31002309678002","2015-2019","NE",,,"Nebraska","31","Butler County","023",,,"967800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310239678002","Block Group 2, Census Tract 9678, Butler County, Nebraska",,,810,788,0,11,11,0,0,0,0,0,810,46,10,27,16,113,26,572,61500,370,313,11,54,126,56,47,19,57,0,26,17,8,0,6
"G31002509656001","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"965600","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259656001","Block Group 1, Census Tract 9656, Cass County, Nebraska",,,1202,1121,6,0,0,0,69,6,0,6,1107,47,34,35,16,45,0,930,69606,499,385,19,41,184,91,20,30,114,7,70,29,8,0,0
"G31002509656002","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"965600","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259656002","Block Group 2, Census Tract 9656, Cass County, Nebraska",,,445,427,0,0,0,0,0,18,0,18,404,0,0,12,9,55,0,328,49408,217,165,0,31,87,40,0,7,52,21,9,22,0,0,0
"G31002509656003","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"965600","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259656003","Block Group 3, Census Tract 9656, Cass County, Nebraska",,,1094,1062,0,0,13,0,0,19,0,19,1094,0,141,0,142,194,27,590,54188,484,339,0,88,179,62,0,10,145,31,78,36,0,0,0
"G31002509656004","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"965600","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259656004","Block Group 4, Census Tract 9656, Cass County, Nebraska",,,836,795,11,14,0,0,16,0,0,0,755,26,62,0,27,62,13,565,39828,304,135,0,19,39,47,30,0,169,25,79,51,14,0,0
"G31002509657001","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"965700","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259657001","Block Group 1, Census Tract 9657, Cass County, Nebraska",,,2392,2209,33,3,2,24,17,104,3,101,2392,4,78,19,11,157,42,2081,102917,885,826,0,165,335,243,35,48,59,2,2,44,2,0,9
"G31002509657002","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"965700","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259657002","Block Group 2, Census Tract 9657, Cass County, Nebraska",,,1001,998,1,0,0,0,1,1,0,1,994,9,67,87,14,45,18,754,83450,383,325,0,58,90,98,56,23,58,7,20,19,11,0,1
"G31002509657003","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"965700","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259657003","Block Group 3, Census Tract 9657, Cass County, Nebraska",,,1893,1738,5,11,3,3,28,105,70,35,1829,42,149,61,40,114,8,1415,74500,658,493,0,62,206,112,70,43,165,43,86,10,22,4,0
"G31002509658001","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"965800","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259658001","Block Group 1, Census Tract 9658, Cass County, Nebraska",,,1020,1007,0,0,0,0,6,7,0,7,1013,44,17,12,5,28,3,904,71964,406,359,0,32,130,122,41,34,47,0,16,12,19,0,0
"G31002509658002","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"965800","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259658002","Block Group 2, Census Tract 9658, Cass County, Nebraska",,,832,817,12,0,0,0,2,1,1,0,832,11,16,1,13,1,0,790,91250,370,306,8,23,125,124,17,9,64,0,3,59,1,0,1
"G31002509658003","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"965800","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259658003","Block Group 3, Census Tract 9658, Cass County, Nebraska",,,932,902,0,0,13,0,6,11,7,4,928,20,33,32,6,76,17,744,71071,342,308,8,35,99,64,36,66,34,4,13,4,8,2,3
"G31002509659001","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"965900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259659001","Block Group 1, Census Tract 9659, Cass County, Nebraska",,,674,669,2,0,0,0,0,3,0,3,672,40,28,15,12,68,29,480,62885,264,206,0,19,73,62,24,28,58,0,5,25,19,1,8
"G31002509659002","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"965900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259659002","Block Group 2, Census Tract 9659, Cass County, Nebraska",,,1040,1020,6,5,0,0,0,9,0,9,1036,17,43,34,35,56,13,838,59688,483,352,6,56,174,72,29,15,131,22,57,30,13,7,2
"G31002509659003","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"965900","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259659003","Block Group 3, Census Tract 9659, Cass County, Nebraska",,,1061,1042,0,15,0,0,0,4,0,4,1060,18,30,19,20,52,3,918,81250,432,374,4,49,147,94,46,34,58,5,14,28,9,2,0
"G31002509659004","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"965900","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259659004","Block Group 4, Census Tract 9659, Cass County, Nebraska",,,2186,2133,0,0,14,0,5,34,0,34,2180,79,34,33,29,76,0,1929,84461,775,739,3,108,239,263,82,44,36,6,13,10,7,0,0
"G31002509660001","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"966000","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259660001","Block Group 1, Census Tract 9660, Cass County, Nebraska",,,702,665,0,3,1,4,17,12,0,12,691,25,30,5,21,27,0,583,75179,303,242,5,57,76,76,10,18,61,1,32,13,15,0,0
"G31002509660002","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"966000","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259660002","Block Group 2, Census Tract 9660, Cass County, Nebraska",,,2995,2921,0,0,29,0,0,45,0,45,2895,19,67,13,62,105,0,2629,94494,979,953,9,156,414,170,147,57,26,7,0,14,0,0,5
"G31002509660003","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"966000","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259660003","Block Group 3, Census Tract 9660, Cass County, Nebraska",,,871,781,0,86,2,0,0,2,0,2,871,14,34,22,54,3,1,743,77885,358,329,8,55,101,101,31,33,29,3,2,24,0,0,0
"G31002509661001","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"966100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259661001","Block Group 1, Census Tract 9661, Cass County, Nebraska",,,1765,1631,0,0,0,26,24,84,0,84,1765,9,133,26,100,36,0,1461,77153,568,452,0,60,171,144,38,39,116,0,44,42,30,0,0
"G31002509661002","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"966100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259661002","Block Group 2, Census Tract 9661, Cass County, Nebraska",,,1397,1397,0,0,0,0,0,0,0,0,1345,10,46,9,137,226,59,858,54141,603,454,0,166,161,78,40,9,149,8,55,86,0,0,0
"G31002509661003","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"966100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259661003","Block Group 3, Census Tract 9661, Cass County, Nebraska",,,655,591,11,0,0,0,0,53,0,53,655,71,83,34,138,41,8,280,28466,315,182,24,102,41,15,0,0,133,19,97,14,3,0,0
"G31002509661004","2015-2019","NE",,,"Nebraska","31","Cass County","025",,,"966100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310259661004","Block Group 4, Census Tract 9661, Cass County, Nebraska",,,895,895,0,0,0,0,0,0,0,0,753,52,41,243,0,0,67,350,50329,317,200,0,81,15,97,7,0,117,13,95,9,0,0,0
"G31002709771001","2015-2019","NE",,,"Nebraska","31","Cedar County","027",,,"977100","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310279771001","Block Group 1, Census Tract 9771, Cedar County, Nebraska",,,943,896,0,1,0,0,38,8,0,8,941,39,20,23,39,39,7,774,69375,421,334,0,36,118,107,65,8,87,3,5,50,15,7,7
"G31002709771002","2015-2019","NE",,,"Nebraska","31","Cedar County","027",,,"977100","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310279771002","Block Group 2, Census Tract 9771, Cedar County, Nebraska",,,743,738,0,3,0,0,0,2,0,2,697,0,14,12,41,33,7,590,74531,311,290,20,59,114,66,31,0,21,0,16,5,0,0,0
"G31002709771003","2015-2019","NE",,,"Nebraska","31","Cedar County","027",,,"977100","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310279771003","Block Group 3, Census Tract 9771, Cedar County, Nebraska",,,803,749,0,51,0,0,0,3,0,3,803,2,58,5,15,12,16,695,67750,287,235,0,22,69,87,24,33,52,0,13,12,12,0,15
"G31002709771004","2015-2019","NE",,,"Nebraska","31","Cedar County","027",,,"977100","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310279771004","Block Group 4, Census Tract 9771, Cedar County, Nebraska",,,644,632,0,0,0,0,9,3,1,2,637,1,12,30,8,77,4,505,65083,243,234,15,44,113,22,19,21,9,0,3,6,0,0,0
"G31002709771005","2015-2019","NE",,,"Nebraska","31","Cedar County","027",,,"977100","5",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310279771005","Block Group 5, Census Tract 9771, Cedar County, Nebraska",,,1081,1073,1,0,2,0,1,4,0,4,1074,32,114,47,23,80,80,698,43438,476,376,10,80,151,99,32,4,100,14,28,47,4,0,7
"G31002709772001","2015-2019","NE",,,"Nebraska","31","Cedar County","027",,,"977200","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310279772001","Block Group 1, Census Tract 9772, Cedar County, Nebraska",,,966,956,0,0,0,0,5,5,5,0,966,7,30,27,33,35,7,827,73603,365,345,0,45,101,139,33,27,20,0,5,2,2,0,11
"G31002709772002","2015-2019","NE",,,"Nebraska","31","Cedar County","027",,,"977200","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310279772002","Block Group 2, Census Tract 9772, Cedar County, Nebraska",,,1190,1159,5,9,0,0,0,17,0,17,1160,82,41,61,48,80,30,818,51295,509,355,4,77,192,60,9,13,154,2,72,32,36,9,3
"G31002709772003","2015-2019","NE",,,"Nebraska","31","Cedar County","027",,,"977200","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310279772003","Block Group 3, Census Tract 9772, Cedar County, Nebraska",,,926,908,7,4,0,0,0,7,0,7,904,30,56,11,11,87,50,659,64063,383,302,0,53,83,112,31,23,81,23,29,9,9,0,11
"G31002709772004","2015-2019","NE",,,"Nebraska","31","Cedar County","027",,,"977200","4",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310279772004","Block Group 4, Census Tract 9772, Cedar County, Nebraska",,,1202,1168,0,0,3,0,27,4,0,4,1128,12,45,24,55,123,53,816,51691,511,353,5,53,163,73,39,20,158,14,65,68,0,7,4
"G31002909619001","2015-2019","NE",,,"Nebraska","31","Chase County","029",,,"961900","1",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310299619001","Block Group 1, Census Tract 9619, Chase County, Nebraska",,,623,623,0,0,0,0,0,0,0,0,623,4,0,67,43,26,0,483,61071,268,182,0,24,43,49,49,17,86,0,5,11,70,0,0
"G31002909619002","2015-2019","NE",,,"Nebraska","31","Chase County","029",,,"961900","2",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310299619002","Block Group 2, Census Tract 9619, Chase County, Nebraska",,,1015,1009,0,0,6,0,0,0,0,0,982,28,14,55,5,77,9,794,63929,410,301,7,55,83,91,60,5,109,25,45,6,33,0,0
"G31002909619003","2015-2019","NE",,,"Nebraska","31","Chase County","029",,,"961900","3",,,,,,,,,,,,,,,,,,,,,,,,,,,"15000US310299619003","Block Group 3, Census Tract 9619, Chase County, Nebraska",,,1117,1117,0,0,0,0,0,0,0,0,1080,20,90,83,22,61,83,721,51591,518,412,13,49,136,121,78,15,106,2,50,47,7,0,0
